frame,entropy,sigma_E2,efficiency,E_co2,n_tracks,mean_speed_frame
69,1.2279929943566676,2751.4268514919536,0.29287979961552313,2752.040847989132,4,3.824874355248797
70,1.2474054022671082,2732.0482007822416,0.28724912675735287,2732.671903483375,4,4.134574830793122
71,1.2508229239598994,2512.824942280744,0.2862691221826972,2513.450353742724,4,4.316610425308151
72,1.2910227654871043,2513.7467969377217,0.2749893895575258,2514.3923083204654,4,4.687364851287403
73,1.2995829213385295,2296.8101418948704,0.2726454839368361,2297.4599333555398,5,5.088368096604478
74,1.360278025279662,2203.510532658184,0.2565894286880354,2204.1906716708236,5,7.878804893387262
75,1.4063313120516079,2255.4262100736673,0.245040613680417,2256.129375729693,5,7.720837024791358
76,1.432625851787599,2061.1373250126753,0.23868135679002037,2061.853637938569,5,6.643938210284219
77,1.4564303198316466,1881.6555959090326,0.23306676536512433,1882.3838110689485,5,6.997820002710296
78,1.5014701223102163,1732.6284358554892,0.22280237252489885,1733.3791709166444,5,7.263872965712904
79,1.5521117343655244,1817.1372334791192,0.21180023540509396,1817.913289346302,6,7.672798500999981
80,1.59143413361143,1733.9054359717097,0.20363336477088012,1734.7011530385155,7,7.002461410525014
81,1.2317111758319328,3014.4423335258234,0.29179284137636263,3015.0581891137394,7,11.27806353328735
82,1.2903794456862712,4214.582238683904,0.27516635259265626,4215.227428406747,7,11.426239220973518
83,1.318984757989529,4413.35005561633,0.26740664666384767,4414.009547995324,8,9.400741930752913
84,1.3538470742973259,4452.22650071535,0.2582448600200691,4452.903424252499,8,7.8636973455471235
85,1.415153199171389,4696.4286051234,0.24288840029663775,4697.136181722986,8,8.044742026292894
86,1.467158341684087,4956.005423137738,0.23057978406037297,4956.73900230858,8,8.213304090822595
87,1.4144778176215587,7911.707919028718,0.24305249804892542,7912.415157937528,8,10.942054418686897
88,1.4492409921111422,11155.02824968173,0.234748396377198,11155.752870177786,8,11.37156040902029
89,1.4950702628689556,11581.606843106412,0.2242328489337379,11582.354378237847,7,9.157960616657919
90,1.5368937530996871,12001.398233362908,0.2150480573874383,12002.166680239457,7,9.141212458762725
91,1.5744478899567858,12325.972003332732,0.2071218751864067,12326.759227277711,7,8.957308561538422
92,1.6023884115732785,12587.767647596449,0.20141488141661926,12588.568841802236,7,8.805870676635802
93,1.612522464959451,12804.901862062594,0.1993840399638498,12805.708123295073,7,8.737210819085243
94,1.619354274627421,16003.015997746152,0.19802652856174038,16003.825674883465,7,11.721526844261087
95,1.6217816267581375,19173.961177022018,0.19754643136390493,19174.772067835398,7,11.746153956277357
96,1.611395093335749,19339.4426109212,0.19960894662559756,19340.248308467868,6,7.68783815588218
97,1.6075949382771175,19492.45183144799,0.20036893469552577,19493.25562891713,6,7.707829290367964
98,1.6125129489095578,19638.837372053204,0.19938593732134965,19639.643628527658,5,9.167231093612964
99,1.6160164182614871,19777.842309228083,0.19868861703412558,19778.650317437212,5,9.163306750463144
100,1.6181352446408446,19911.987071033636,0.19826807603508906,19912.79613865596,5,9.21341529950976
101,1.605947413923415,20055.666992375856,0.20069931947891917,20056.46996608282,5,9.271706157550383
102,1.6049827748098715,20138.240709639216,0.20089301530081308,20139.04320102662,4,6.617435718858628
103,1.6110618300856776,20201.38524365007,0.19967548003784816,20202.190774565115,3,8.838756011827112
104,1.6224200404191722,20266.827007695763,0.19742035527206533,20267.638217715972,3,9.034901236600321
105,1.6205101265749986,20347.71653838539,0.19779777144317895,20348.526793448676,3,9.17345498871328
106,1.6223598320079538,20430.222757354306,0.19743224199583523,20431.03393727031,4,9.31231890285715
107,1.631035626579598,20486.16447604658,0.19572676928538243,20486.97999385987,5,9.382883434565162
108,1.6668131490252038,20564.358091304905,0.18884793792004873,20565.191497879416,5,6.999340885181229
109,1.6642566462280313,20576.84164329903,0.1893313458551664,20577.673771622143,4,4.488305148769026
110,1.661170620874999,20605.803698990363,0.1899165296702249,20606.6342843008,4,3.7507059593240157
111,1.6658325861999856,20599.330002831095,0.18903320600624657,20600.162919124195,4,5.589657235868618
112,1.6514025052531285,20627.264826628456,0.19178074640987866,20628.090527881082,4,6.003329494172355
113,1.6430404887957402,20653.254030418146,0.19339114386891226,20654.075550662543,4,5.736501523487485
114,1.6387945643220319,20673.54898124742,0.19421401374512087,20674.36837852958,4,4.450877912407117
115,1.6391072680910848,20668.859052088945,0.1941532917855075,20669.67860572299,5,4.623752879045725
116,1.6387945643220319,20677.257001071182,0.19421401374512087,20678.076398353343,5,4.873793101120204
117,1.6314238797027094,20684.067295623005,0.19565079250599623,20684.883007562858,5,4.189673180232728
118,1.6017971717971862,19489.15544178638,0.20153400111669206,19489.95634037228,5,4.386984745795286
119,1.5809419159118996,18709.6243221386,0.20578117832487675,18710.414793096556,6,4.678023844051651
120,1.5870106684214431,18890.316903870564,0.20453612506380056,18891.110409204775,6,8.537500949643926
121,1.5810136916794144,18935.760053733353,0.2057664087529174,18936.55056057919,5,10.308285367737366
122,1.5973430614956172,18974.078097308502,0.20243365788505782,18974.87676883925,5,8.4460637744469
123,1.6114256108971572,19193.261178227487,0.1996028551402604,19194.066891032937,5,9.061989889972011
124,1.615789720112274,19271.910307370403,0.19873366448177052,19272.71820223046,5,8.832355352800985
125,1.6245772812229864,19264.920207621253,0.19699493106238358,19265.732496261866,5,8.160641965541483
126,1.6276552034472138,19182.945588469447,0.19638952815548302,19183.75941607117,5,7.820761413477041
127,1.6181640081357034,16732.70224810628,0.19826237323432,16733.51133011035,4,8.208880969814704
128,1.6287848687109483,18638.20722240654,0.19616779899081205,18639.021614840898,4,13.261939276791619
129,1.6340625208681148,18521.03921314944,0.19513522077437895,18521.856244409875,4,13.815847245268088
130,1.6455965372076167,18344.99732303385,0.192897457954091,18345.820121302455,3,11.805260930101468
131,1.6491355002649744,18325.890078575947,0.1922160075017431,18326.71464632608,4,11.832312764807753
132,1.658692572879857,18140.530293547403,0.1903877355400704,18141.35963983384,4,8.995130199811124
133,1.660549647510628,18120.576458851156,0.1900344994008433,18121.40673367491,4,9.036814896423296
134,1.6557841970154779,18021.172649628985,0.19094226062780187,18022.00054172749,4,9.181912152102099
135,1.6605507425571366,18009.09368181853,0.19003429130434216,18009.923957189807,3,8.466923875797404
136,1.6588939629680268,17960.069176220022,0.19034939719783417,17960.898623201505,3,8.447025076159909
137,1.6502616291918326,17963.193684098107,0.19199966933068915,17964.018814912703,3,8.535731544818473
138,1.65449823943844,17938.469645280355,0.19118796222168663,17939.296894400075,3,8.64307972926605
139,1.649974209837675,18000.60398143765,0.1920548616829418,18001.42896854257,3,8.68777275608951
140,1.63783954290395,14991.434989366913,0.1943995808841311,14992.253909138366,3,8.804667345954352
141,1.6318360462695365,15055.761894808007,0.19557016840697247,15056.577812831141,3,8.907108749056738
142,1.643948968312552,15037.312086235383,0.19321553175805556,15038.13406071954,3,9.089882392124595
143,1.6306492748136905,11958.333220091607,0.19580240327805373,11959.148544729014,2,3.6912274535978615
144,1.6269051867331148,11954.71945907461,0.19653687883490248,11955.532911667977,2,3.9233910295142223
145,1.632854822954348,11865.046131543962,0.19537102753641686,11865.86255895544,2,4.100854122446548
146,1.6382022055133523,11757.466800579512,0.19432909220743727,11758.28590168227,2,4.4060483034572036
147,1.6476388571222733,11743.294365178945,0.19250390165495426,11744.118184607505,2,4.712231107160727
148,1.652032555477898,11647.070789843216,0.19165995296446123,11647.896806120954,2,4.9988990193768
149,1.6606657872037727,11628.052512013493,0.19001243013397973,11628.882844907095,1,9.955514811932575
150,1.6633272701461932,11514.797377396493,0.1895073876714019,11515.629041031567,1,10.797971639142666
151,1.6704169995839784,11495.78049028581,0.18816858305542983,11496.615698785601,1,11.707857910752326
152,1.6738217538297975,11480.501272568688,0.1875290046947629,11481.338183445603,2,12.512531463421206
153,1.6834001026862002,11386.14054247044,0.18574136146954512,11386.982242521784,2,6.951925409513483
154,1.6918049783206652,11281.786538212527,0.18418677064906946,11282.632440701687,2,7.74517351065616
155,1.700832277007287,11285.25233053298,0.182531544009576,11286.102746671484,2,8.051174705614097
156,1.7100714803413468,11218.525029346238,0.18085286473057824,11219.380065086409,2,8.82546688130692
157,1.7181252985884936,11166.800439692573,0.17940215833293238,11167.659502341869,2,9.54327701195796
158,1.714437195463169,11167.775436338838,0.1800650336186017,11168.63265493657,2,10.66949472891184
159,1.714437195463169,11214.575442364723,0.1800650336186017,11215.432660962455,2,11.487526923690377
160,1.7263120490782804,11455.97812665617,0.17793943327752515,11456.841282680709,2,12.330727752336317
161,1.735187415456645,11644.909042986503,0.17636714326004668,11645.77663669423,3,12.706091750525616
162,1.7514959848003602,11796.885094833886,0.1735141746258974,11797.760842826287,3,14.043091197751641
163,1.7581349321263944,12072.319902201225,0.17236603858465063,12073.198969667288,3,16.08718138213694
164,1.7869306655189927,13086.028798509346,0.16747341352836376,13086.922263842105,3,17.693066638149663
165,1.8112438831890105,16797.678907407142,0.16345069672719909,16798.584529348736,3,24.350153606409577
166,1.8232164582771657,20377.267587874154,0.16150543909541354,20378.179196103294,3,23.83591282502333
167,1.8393332312794581,20723.11173423925,0.15892335591034099,20724.03140085489,3,16.05366909906792
168,1.8507238046486307,20915.41775057817,0.1571233984995155,20916.343112480496,3,15.29232037585845
169,1.8597318284667566,21011.91949412995,0.15571438293414175,21012.849360044183,3,14.485913675051242
170,1.864354246971435,21052.877994118197,0.15499626688413165,21053.810171241683,3,13.917811945504221
171,1.874741938761196,21102.536197432895,0.15339454692447171,21103.473568402274,4,13.283378405295233
172,1.8936967852145234,21125.936725212225,0.15051435982661343,21126.88357360483,4,13.074963367241663
173,1.9046393115608795,21156.860315630358,0.14887633091060398,21157.81263528614,4,13.814856868866553
174,1.910209528217346,21288.628284777802,0.14804936282632625,21289.58338954191,4,14.285737760783938
175,1.9092756505103028,21388.01037096072,0.14818768740487875,21388.965008785977,4,13.661575279522555
176,1.9159553310488904,21557.474727936853,0.147201139573594,21558.432705602376,4,13.991969176269507
177,1.9226605842564675,21714.22991295209,0.14621742038911725,21715.19124324422,4,13.78402260374143
178,1.9282778140962704,21830.701493880722,0.14539838603790717,21831.66563278777,4,13.378260563559113
179,1.9364480794985794,21903.69298142896,0.14421528235179312,21904.66120546871,4,12.843858185943986
180,1.939339549120517,21935.018235063046,0.14379889052611813,21935.987904837606,3,9.499509645242101
181,1.9444244989183423,21895.21116948036,0.1430695363231213,21896.18338172982,3,8.863363006569575
182,1.95379215110373,21877.792022154095,0.14173556849678212,21878.76891822965,3,8.367961409222524
183,1.963672126759609,21824.01814778057,0.14034211948659406,21824.99998384395,4,7.829780568625431
184,1.9600747510949317,21829.938497822128,0.14084789199338013,21830.918535197674,4,5.368926689343892
185,1.946987555557918,21578.352359017474,0.14270331052734206,21579.325852795253,4,5.202251201701249
186,1.9482183961633202,21456.306500623337,0.14252777354940085,21457.28060982142,4,4.757710630773925
187,1.9432773436717008,21484.360116613643,0.14323375346561856,21485.33175528548,4,4.489715877452393
188,1.9470354613914693,21420.90754983726,0.1426964743700479,21421.881067567956,4,4.316760656691263
189,1.9392242463875382,21275.644106977154,0.14381547188711485,21276.613719100347,4,4.029798722491491
190,1.9359426041867,21191.871481019156,0.14428819804360618,21192.83945232125,4,4.11216735243872
191,1.9370907958246768,21218.755904287944,0.14412262261550524,21219.724449685855,4,4.005431125429589
192,1.932378001003884,21243.9812960395,0.14480344599526082,21244.94748504,4,3.7919415176140463
193,1.9315919712998955,21283.89089997554,0.14491731054965146,21284.85669596119,4,3.5398414887733503
194,1.923077462308855,21324.95510965874,0.1461564782592811,21325.91664838989,4,3.455894186479156
195,1.893441190008672,19418.460342710816,0.1505528354922853,19419.40706330582,4,3.443080822139948
196,1.8365445927222463,16953.38797190993,0.15936715421720918,16954.30624420629,4,3.353306599280908
197,1.819573062161567,16914.079111194176,0.1620949406265529,16914.988897725256,4,3.2644500680571014
198,1.8056224100290426,16900.83106053625,0.16437211787748024,16901.733871741264,4,3.2147195996559237
199,1.7951908294488779,16883.033920775433,0.1660957533613044,16883.931516190158,4,3.356703785705429
200,1.787981267827552,16864.833370761327,0.1672975579667933,16865.727361395242,4,3.2381566244252777
201,1.7829617259563342,16822.34236141488,0.16813942619273728,16823.23384227786,4,3.248820041722391
202,1.7762922557410876,16728.274042224315,0.16926457499021433,16729.162188352184,4,3.173080528544673
203,1.774556126200158,16675.543164522664,0.16955869546082972,16676.430442585763,4,3.105486036066504
204,1.7686852371775188,16631.72550170321,0.17055708359001093,16632.6098443218,4,3.262980210673486
205,1.7600855265288349,16526.172188987945,0.17203015005226172,16527.052231751208,4,3.160126048155417
206,1.7572713216639493,16469.61172710699,0.17251495999473074,16470.49036276782,3,4.0741903363039595
207,1.7608891420907626,16465.47806923954,0.17189195948004304,16466.358513810585,3,4.176880592121525
208,1.751232760053812,16480.705237009515,0.1735598538622248,16481.580853389543,4,4.093504170527727
209,1.7505835937649858,16476.14666612436,0.17367255964688572,16477.021957921243,5,6.537715192155823
210,1.7521249559286647,16659.4755393374,0.17340507353402132,16660.351601815364,5,8.667371806467596
211,1.7349364197314638,16851.15924922054,0.17641141621499615,16852.026717430403,5,9.26077274114999
212,1.734367474158371,17031.41809021459,0.1765118132668156,17032.285273951667,5,9.013156119861133
213,1.749399093056131,17064.659132607798,0.17387839679995645,17065.533832154328,5,10.788798326418522
214,1.760688256560113,16807.779474398656,0.17192649355611958,16808.659818526936,5,10.913452115144645
215,1.754381680123346,16593.049274771296,0.17301418733615886,16593.92646561136,5,8.388782418947548
216,1.712920485431347,12388.500461435717,0.1803383472778614,12389.356921678433,5,11.191990270292619
217,2.09255493226061,7741.744167335694,0.12337152691529807,7742.790444801824,5,10.637811629518627
218,2.1305363778059014,7105.6879887863315,0.1187735692572309,7106.753256975235,6,8.748493024494323
219,2.1353364884555193,6442.392341449237,0.11820480913038649,6443.4600096934655,6,9.425066077254549
220,2.132323859931159,6165.554981791873,0.11856145325848617,6166.621143721838,6,10.391282892029457
221,2.119073919946474,5947.402541668538,0.12014283889532451,5948.462078628511,6,9.375194272773419
222,2.11743854794817,5522.949264728222,0.12033947787496627,5524.007984002196,6,8.205864065606866
223,2.1002957098456028,5072.854771241717,0.12242022203502155,5073.90491909664,6,8.319346216014265
224,2.088573855075073,4649.241017010133,0.1238636574412698,4650.2853039376705,6,8.432642559960298
225,2.0752444299757458,4386.593286114434,0.12552574148911272,4387.630908329422,6,8.694492287827604
226,2.015925212943343,4681.202595298313,0.13319711064794781,4682.210557904785,6,8.975344295437823
227,1.9245878776025986,5374.647517934862,0.1459358879126922,5375.609811873663,6,9.388102298414376
228,1.9261930933778615,6255.807443192708,0.1457018172404667,6256.770539739397,7,9.468120021686648
229,1.9350402077237108,6765.239694768263,0.14441846196918498,6766.2072148721245,7,9.948773398002972
230,1.9544670886555318,7154.8565699802375,0.1416399381150758,7155.833803524565,7,9.995702437169559
231,1.534026970523782,13129.022030371772,0.21566543793641363,13129.789043857034,6,12.424973978651918
232,1.555081153964426,19291.727522550722,0.2111722444807494,19292.505063127704,6,12.612954173618403
233,1.576097529999,19530.25107775677,0.20678048031422655,19531.03912652177,6,8.396136057888336
234,1.5926580434078255,19766.90259763256,0.20338428835548858,19767.698926654266,6,8.287205217337847
235,1.608357481481199,20000.051547248862,0.20021620296573672,20000.855725989604,5,8.621708875341344
236,1.6232347422059359,20229.415831148322,0.19725958205588753,20230.227448519425,5,8.538910058982376
237,1.6343466921939427,20456.093106326483,0.19507977681814018,20456.910279672582,5,8.790245469470353
238,1.6477941570238865,20669.432761208045,0.1924740081392572,20670.25665828656,5,8.75706837866711
239,1.6605048270503304,20884.51208557911,0.19004301702545937,20885.342337992635,5,8.398908954343822
240,1.6697240490931302,21093.24542818245,0.18829901975528845,21094.080290206995,5,8.34027816423749
241,1.6721330900232272,21300.31395180372,0.187845945665731,21301.150018348733,5,8.249016516065161
242,1.6765850997303775,21496.3220565356,0.18701151252263695,21497.160349085465,5,8.277282805005052
243,1.6347209008920602,21696.253422364396,0.19500678992584466,21697.07078281484,6,8.261787456112947
244,1.6662714475239937,21918.663039233572,0.18895026484434246,21919.496174957334,5,6.319922082046251
245,1.6638312174952088,22146.035759595343,0.18941190998565,22146.867675204092,5,6.2567892763186554
246,1.648527998830514,22195.055636293986,0.19233281447863732,22195.879900293403,4,1.8642825665365201
247,1.6309765197252455,22092.81756397395,0.19573833842093172,22093.63305223381,4,1.827309902735893
248,1.619039493214832,21989.57130267285,0.1980888734441214,21990.380822419458,4,1.7589382343339106
249,1.605531887679886,21810.86579266476,0.20078273264220006,21811.668558608602,5,1.7223599659865405
250,1.5749669036215668,21568.68559080201,0.2070144039948309,21569.473074253823,5,1.9848929633774222
251,1.5429642003787765,21361.572987713953,0.2137465737830723,21362.344469814143,5,1.8818421989207939
252,1.5442833949867871,21377.161033916167,0.21346478636254543,21377.93317561366,4,2.9274673125858897
253,1.531035580730917,21248.89050902454,0.21631154322070528,21249.656026814904,4,2.9499282015964923
254,1.5036984533200053,21131.41389807918,0.22230644783653566,21132.16574730584,4,2.1403939370736396
255,1.4766795760182667,21049.47635512833,0.22839479829080647,21050.214694916336,4,2.082898818990924
256,1.4556505791274865,21036.016666555657,0.2332485678790653,21036.74449184522,5,2.111345588622058
257,1.4284267353222764,21059.70334799346,0.23968571483770565,21060.417561361122,5,1.6948964874067312
258,1.3827069213416086,21094.93506831682,0.25089847058554077,21095.62642177749,5,1.6630752943084406
259,1.3298356031632461,21010.194155221052,0.2645207440990944,21010.859073022635,5,1.681568071331803
260,1.252457709964458,21009.622053063977,0.2858015157505818,21010.248281918957,6,1.7966655611651798
261,1.214700913190819,20966.82358718693,0.29679876961758417,20967.430937643523,6,2.022023905683932
262,1.1878254909038881,20866.96314025388,0.30488351574784583,20867.55705299933,6,2.6264006492985845
263,1.1520090630187367,20644.620104861464,0.31600126475350127,20645.196109392975,6,1.9392905399436646
264,1.1026263984439946,20223.799302242507,0.33199797866454245,20224.35061544173,6,1.7626111470730697
265,1.0537195117779425,19512.77525121664,0.348638569187125,19513.30211097253,6,1.7369370095413046
266,0.9962328501113672,18651.14393041685,0.36926791181376417,18651.642046841906,6,1.7002357156682428
267,0.966898119604044,18673.934489306248,0.3802607339392616,18674.41793836605,5,1.414661981878827
268,0.8955654962054553,18148.509973106873,0.4083765979154696,18148.957755854975,5,2.055678750183547
269,0.8643681714413252,17873.90760875054,0.4213176690840812,17874.339792836257,5,2.0794248967145545
270,0.7960860270345254,11591.850139594897,0.451091071706611,11592.248182608415,5,1.1980457034839285
271,0.7612440862372208,11602.431967811379,0.4670849714099064,11602.812589854497,5,1.3814805709905733
272,1.263112172405839,5109.089984317966,0.28277261852389796,5109.721540404169,5,1.3867665060145022
273,1.2269290671575186,4753.089010606941,0.2931915682205561,4753.70247514052,6,1.430386135029295
274,1.1883554106411653,4395.21716182351,0.30472199475564127,4395.81133952883,6,1.3881584859135594
275,1.1606025382798884,4028.475096801661,0.31329735035293177,4029.055398070801,7,1.1562341831768455
276,1.1225696436616734,3653.6698372556643,0.3254424481186777,3654.231122077495,6,0.8659234659227557
277,1.0824120449269263,3272.1003095871374,0.3387773930630275,3272.641515609601,4,1.3849571413234203
278,1.039909396084552,2884.387405759222,0.35348670778770985,2884.907360457264,4,0.9207100316916107
279,1.0054070140333164,2879.3524029543914,0.3658956798162714,2879.855106461408,4,0.7959349106826897
280,0.9738293782342329,2483.51343931353,0.37763416168676894,2484.000354002647,4,0.7201110817766067
281,0.9422650268801037,2090.4075723712244,0.3897440540833315,2090.8787048846643,4,0.7857662940523287
282,0.8903470734807385,1683.665232572867,0.41051324976178744,1684.1104061096073,4,0.8036327447145575
283,0.8521631837213518,1674.8433091631646,0.4264913542199729,1675.2693907550251,3,0.8976885951206484
284,0.8338650397601592,1270.7602742648464,0.43436719126864576,1271.1772067847264,3,0.8560842196056315
285,0.7710378753937912,851.6236153661275,0.462532767729816,852.0091343038245,3,0.7332329383939037
286,0.7413475631393929,840.7444989146229,0.4764714074025444,841.1151726961926,3,0.6035449516853969
287,0.7185530080568293,426.39218114884346,0.48745709237599216,426.75145765287186,3,1.243762393684649
288,0.7185530080568293,426.3818768593654,0.48745709237599216,426.7411533633938,3,1.1595461305388726
289,1.937239935648157,7.723406204601816,0.14410112979576634,8.692026172425894,3,0.8545352089433892
290,1.9304446064466,7.63014501029926,0.1450836790028169,8.59536731352256,3,0.9455070219863619
291,1.933779157443165,7.651161349284143,0.14460069579002288,8.618050928005726,3,0.5003713708287262
292,1.9334881199281821,7.587679949873153,0.14464278614182902,8.554424009837245,3,1.2384492069967625
293,1.9357711081925302,7.574155530348202,0.1443129450135191,8.542041084444467,3,1.5227418880766264
294,1.9234966090076533,7.562036625554709,0.14609523009079126,8.523784930058536,3,1.297673710738725
295,1.9248321444431484,7.574617119949899,0.14590024496780093,8.537033192171473,3,1.0245330333712113
296,1.9178578060800544,7.553666306101157,0.14692135930287262,8.512595209141184,3,1.0091385684796021
297,1.9108653863997396,7.51849049809211,0.14795229527507175,8.473923191291979,3,0.9744381579078415
298,1.9035820559612289,7.487334807350887,0.14903381448063835,8.439125835331502,3,1.0291943578958258
299,1.8859582895144533,7.433550796525129,0.1516836329252661,8.376529941282355,3,1.0189038325187711
300,1.861912174939752,5.9360296365353955,0.155375241485801,6.866985724005271,3,0.9104022927259892
